keep,Explanation,id,message_id,timestamp,text,social_media_url,social_media_secondary_url,mc_predicted_category,oc_predicted_category,pc_predicted_category,predicted_category,mc_confidence,oc_confidence,pc_confidence,confidence,text_hash,author,source,social_media_tag,social_media_user,mc_probabilities,oc_probabilities,pc_probabilities,probabilities,oracle_score,oracle_result,summary,distributed_at,telegram_message_id,processed_at,created_at
0,"This is about a previous event ending (and distribution from that event to users), so this is not a new opportunity that can be taken advantage of by yield farmers, and thus shouldn't be included. Since this isn't forward looking, and is instead solely about an already passed opportunity, there is no opportunity here for a farmer to take advantage of.",341,,2026-01-29T01:31:18.697000+00:00,"veLISTA Weekly Benefits are here The 79th week of $veLISTA rewards has been distributed 479.9K LISTA, up to 55.77% APR",https://x.com/lista_dao/status/2016685540507029962,https://x.com/lista_dao/status/2014142690712043712,yield_farming,yield_farming,yield_farming,yield_farming,0.7057816386,0.8824180365,0.9988383651,0.9988383651,c697cdd6df8c943bb2b26fff8e22db8a9fb45c2f26274ce069e35e0eacda75b3,Lista DAO,discord,Quoted,@lista_dao,"{""filter_out"": 0.29421356320381165, ""high_value"": 4.76268269267166e-06, ""yield_farming"": 0.7057816386222839}","{""filter_out"": 0.11757082492113113, ""high_value"": 1.1124737284262665e-05, ""yield_farming"": 0.8824180364608765}","{""filter_out"": 0.0011604181490838528, ""high_value"": 1.1712812693076557e-06, ""yield_farming"": 0.9988383650779724}","{""filter_out"": 0.0011604181490838528, ""high_value"": 1.1712812693076557e-06, ""yield_farming"": 0.9988383650779724}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26
1,,578,1471853514207789149,2026-02-13T13:00:23.503000+00:00,"Yield on tokenized equities. Yes. For the first time, users can deposit $SPYx, $QQQx and $TSLAx on kamino and earn on their assets. Up to 13% APY Up to 3.5x exposure multiplier This is the upgrade. Reposted xStocksFi",https://x.com/kamino/status/2022294759394414783,https://x.com/xStocksFi/status/2022288622280458466,yield_farming,yield_farming,yield_farming,yield_farming,0.8162488341,0.9736620784,0.998986423,0.998986423,cdaa159857fdca66bbfab005adfdc8d2a44f669af125ed72740bbf9dd6d3e321,Kamino,discord,Reposted,@xStocksFi,"{""filter_out"": 0.18372908234596252, ""high_value"": 2.207383295171894e-05, ""yield_farming"": 0.8162488341331482}","{""filter_out"": 0.026336928829550743, ""high_value"": 1.0137747494809446e-06, ""yield_farming"": 0.9736620783805847}","{""filter_out"": 0.0010062858927994967, ""high_value"": 7.32134913050686e-06, ""yield_farming"": 0.9989864230155945}","{""filter_out"": 0.0010062858927994967, ""high_value"": 7.32134913050686e-06, ""yield_farming"": 0.9989864230155945}",,,"Kamino allows deposits of $SPYx, $QQQx, $TSLAx with up to 13% APY and 3.5x exposure.",2026-02-13 5:00:48,,2026-02-13 5:00:48,2026-02-13 13:00:48
A,,567,1471684477112684577,2026-02-13T01:48:41.919000+00:00,"The frxUSD USDe pool with KyberNetwork is yielding 14% APR thanks to our sustainable yield forwarding model paired with Kyber FairFlow. This pool regularly does more volume than its TVL in a day, validation of its capital efficiency. Get started Posted",https://x.com/fraxfinance/status/2022125695707885826,,yield_farming,yield_farming,yield_farming,yield_farming,0.9938613176,0.8983333707,0.9990027547,0.9990027547,34e4781042a083f7ca65b1823e1e565b7182900ea89330289ec76fb25550e53a,Frax Finance ¤⛓¤,discord,Posted,,"{""filter_out"": 0.006138273049145937, ""high_value"": 3.0183406352080056e-07, ""yield_farming"": 0.9938613176345825}","{""filter_out"": 0.10093004256486893, ""high_value"": 0.0007365647470578551, ""yield_farming"": 0.8983333706855774}","{""filter_out"": 0.0009373267530463636, ""high_value"": 5.996088293613866e-05, ""yield_farming"": 0.9990027546882629}","{""filter_out"": 0.0009373267530463636, ""high_value"": 5.996088293613866e-05, ""yield_farming"": 0.9990027546882629}",,,frxUSD USDe pool yields 14% APR using sustainable yield forwarding and KyberNetwork FairFlow model,2026-02-12 17:48:58,,2026-02-12 17:48:58,2026-02-13 1:48:57
A,,305,,2026-01-28T10:07:09.143000+00:00,"Stake. Earn. Win.The Beldex x KuCoin. Staking Contest is here with$20,000 in $BDX rewards. Jan 28 Feb 27, 2026 Join Now",,,yield_farming,yield_farming,yield_farming,yield_farming,0.941653192,0.7956392169,0.9991029501,0.9991029501,dce335591b75bf0e83517b23d9cbe039fa8542730cd64345577cc1b70126ceb1,Beldex,discord,,,"{""filter_out"": 0.05834577977657318, ""high_value"": 9.744737781147705e-07, ""yield_farming"": 0.9416531920433044}","{""filter_out"": 0.20433706045150757, ""high_value"": 2.3689362933509983e-05, ""yield_farming"": 0.7956392168998718}","{""filter_out"": 0.0008969392511062324, ""high_value"": 1.1243422903817191e-07, ""yield_farming"": 0.9991029500961304}","{""filter_out"": 0.0008969392511062324, ""high_value"": 1.1243422903817191e-07, ""yield_farming"": 0.9991029500961304}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27
1,"This is actually a promotion for a new product, but in general I think messages like this typically work so I don't want to train the system against this type of message necessarily. ",653,1473393845327626343,2026-02-17T19:01:07.060000+00:00,Zircuit Finance is now live. Institutional grade yield. Transparent structure. Security first design. Targeting 8 11% APR with no deposit minimums and 0% management fee. Posted,https://x.com/Zircuit/status/2023835092414853513,,yield_farming,yield_farming,yield_farming,yield_farming,0.9519511461,0.8613579273,0.9991881251,0.9991881251,fcdeb1519adc0de0186725c13baee6d7779eec99ea7d9f4cce805dc60f9f08fa,Zircuit,discord,Posted,,"{""filter_out"": 0.04795018211007118, ""high_value"": 9.860913269221783e-05, ""yield_farming"": 0.9519511461257935}","{""filter_out"": 0.009867890737950802, ""high_value"": 0.12877409160137177, ""yield_farming"": 0.8613579273223877}","{""filter_out"": 0.0001910907740239054, ""high_value"": 0.0006207830738276243, ""yield_farming"": 0.9991881251335144}","{""filter_out"": 0.0001910907740239054, ""high_value"": 0.0006207830738276243, ""yield_farming"": 0.9991881251335144}",,,"Zircuit Finance is now live, targeting 8-11% APR, no deposit minimums, and 0% management fees.",2026-02-17 11:01:25,,2026-02-17 11:01:25,2026-02-17 19:01:24
1,,538,1471477997751111774,2026-02-12T12:08:13.403000+00:00,DeFi has never been so easy. Now with new assets listed on BinanceWallet Take advantage of new collateral assets including $XVS and $solvBTC to borrow $U and earn up to 2 0% APR in the U Carnival. Details,https://x.com/VenusProtocol/status/2021919254967411039,https://x.com/BinanceWallet/status/2021918851710300501,yield_farming,yield_farming,yield_farming,yield_farming,0.5883734226,0.9980843067,0.9992063642,0.9992063642,256e19cf45a251f6acf7b8a5e7a212b1d66785a1015b7ec52cd93c30eb85cd04,Venus Protocol,discord,Quoted,@BinanceWallet,"{""filter_out"": 0.411406934261322, ""high_value"": 0.0002196852001361549, ""yield_farming"": 0.5883734226226807}","{""filter_out"": 0.0010558698559179902, ""high_value"": 0.0008599245338700712, ""yield_farming"": 0.998084306716919}","{""filter_out"": 0.0006540290196426213, ""high_value"": 0.00013959984062239528, ""yield_farming"": 0.9992063641548157}","{""filter_out"": 0.0006540290196426213, ""high_value"": 0.00013959984062239528, ""yield_farming"": 0.9992063641548157}",,,BinanceWallet lists $XVS and $solvBTC as collateral for borrowing $U with up to 20% APR.,2026-02-12 4:08:44,,2026-02-12 4:08:44,2026-02-12 12:08:43
1,,526,1471402537457549374,2026-02-12T07:08:22.267000+00:00,New Earn Listing $USAT Flexible Earn 10% APY usat Subscribe now Posted,https://x.com/HTX_Global/status/2021843714281230618,,yield_farming,yield_farming,yield_farming,yield_farming,0.9996392727,0.997028172,0.9992809892,0.9992809892,106784607f00c1a309611bf89a107b8d72651ab20b79a0270ada5391beb577dc,HTX,discord,Posted,,"{""filter_out"": 0.0003606966056395322, ""high_value"": 6.314295752929411e-09, ""yield_farming"": 0.9996392726898193}","{""filter_out"": 0.002842096146196127, ""high_value"": 0.00012983745546080172, ""yield_farming"": 0.9970281720161438}","{""filter_out"": 0.0007019161712378263, ""high_value"": 1.7135786038124934e-05, ""yield_farming"": 0.9992809891700745}","{""filter_out"": 0.0007019161712378263, ""high_value"": 1.7135786038124934e-05, ""yield_farming"": 0.9992809891700745}",,,New Earn listing for USAT Flexible Earn with a 10% APY available now,2026-02-11 23:08:39,,2026-02-11 23:08:39,2026-02-12 7:08:39
X,"This isn't a limited time promotion, or a juiced or boosted rewards pool for users, it's just an advertisement for their regular fixed pools. We are looking for limited time opportunities, especially those that grant outsized rewards for being an early participant in them.",585,1471908086603321456,2026-02-13T16:37:14.576000+00:00,"Secure guaranteed returns with Fixed Savings Stablecoins 7.00% 8.50% APY SOL 7.70% 9.35% APY BTC XRP Up to 1.70% APY Lock now, earn more, and stay ahead of the curve. Explore fixed options Posted",https://x.com/BitMartExchange/status/2022349321392324890,,yield_farming,yield_farming,yield_farming,yield_farming,0.9933499694,0.7028934956,0.9993440509,0.9993440509,daee10016754f8943fc063da5d40357ac36a812f13a62487fe1947f74fdea3fd,BitMart,discord,Posted,,"{""filter_out"": 0.00665007159113884, ""high_value"": 3.241920509822194e-08, ""yield_farming"": 0.9933499693870544}","{""filter_out"": 0.297105997800827, ""high_value"": 5.139085033079027e-07, ""yield_farming"": 0.7028934955596924}","{""filter_out"": 0.0006559632020071149, ""high_value"": 6.70469724184386e-09, ""yield_farming"": 0.9993440508842468}","{""filter_out"": 0.0006559632020071149, ""high_value"": 6.70469724184386e-09, ""yield_farming"": 0.9993440508842468}",,,"Fixed Savings features stablecoin APYs of 7.00% to 8.50%, SOL 7.70% to 9.35%, and XRP up to 1.70% APY.",2026-02-13 8:37:33,,2026-02-13 8:37:33,2026-02-13 16:37:32
0,"This isn't a limited time promotion, or a juiced or boosted rewards pool for users, it's just an advertisement for one of their regular fixed pools. We are looking for limited time opportunities, especially those that grant outsized rewards for being an early participant in them.",594,1472097640585105453,2026-02-14T05:10:27.767000+00:00,"Why choose between earning and trading Stake $SOL Earn up to 7.04% APR Trade $MXSOL anytime on Spot Your SOL, working smarter. Get started Posted",https://x.com/MEXC_Official/status/2022538865526120689,,yield_farming,yield_farming,yield_farming,yield_farming,0.5099067092,0.8409532309,0.9995338917,0.9995338917,bde416b42fdff828f1c8a1b7cbee576b1bd75bce4d92666ae795d44509414e4f,MEXC,discord,Posted,,"{""filter_out"": 0.4900931417942047, ""high_value"": 1.6151700776845246e-07, ""yield_farming"": 0.5099067091941833}","{""filter_out"": 0.1590457260608673, ""high_value"": 1.0159329804082518e-06, ""yield_farming"": 0.8409532308578491}","{""filter_out"": 0.0004661859420593828, ""high_value"": 5.2029914598961113e-08, ""yield_farming"": 0.9995338916778564}","{""filter_out"": 0.0004661859420593828, ""high_value"": 5.2029914598961113e-08, ""yield_farming"": 0.9995338916778564}",,,Stake $SOL to earn up to 7.04% APR and trade $MXSOL anytime on Spot platform,2026-02-13 21:10:44,,2026-02-13 21:10:44,2026-02-14 5:10:43
A,,637,1473106756547776522,2026-02-17T00:00:19.761000+00:00,% APR on USDT is now LIVE . The Year of the Horse Special has begun. Lock your USDT. Earn up to 100% APR. Limited time only. Start earning now BTSECampaign YearOfTheHorse Posted,https://x.com/BTSE_Official/status/2023547945560539212,,yield_farming,yield_farming,yield_farming,yield_farming,0.8702501059,0.9525814056,0.9995766282,0.9995766282,52a437cb0259ef3dee4f0d97efec269d66fb6e8487a91f6cd3b7a141042b2e67,BTSE,discord,Posted,,"{""filter_out"": 0.12974964082241058, ""high_value"": 2.440137620851601e-07, ""yield_farming"": 0.8702501058578491}","{""filter_out"": 0.04733351618051529, ""high_value"": 8.503639401169494e-05, ""yield_farming"": 0.9525814056396484}","{""filter_out"": 0.00041761421016417444, ""high_value"": 5.716820396628464e-06, ""yield_farming"": 0.9995766282081604}","{""filter_out"": 0.00041761421016417444, ""high_value"": 5.716820396628464e-06, ""yield_farming"": 0.9995766282081604}",,,"100% APR on USDT is now live during Year of the Horse Special, limited time only",2026-02-16 16:00:38,,2026-02-16 16:00:38,2026-02-17 0:00:38
0,"This is about a previous event ending (and distribution from that event to users), so this is not a new opportunity that can be taken advantage of by yield farmers, and thus shouldn't be included. Since this isn't forward looking, and is instead solely about an already passed opportunity, there is no opportunity here for a farmer to take advantage of.",530,1471419533511364699,2026-02-12T08:15:54.442000+00:00,"veLISTA Weekly Benefits are here The 82nd week of $veLISTA rewards has been distributed 595.1K LISTA, up to 62.94% APR Don't forget to cliam your U USDT LP rewards",https://x.com/lista_dao/status/2021860720330281282,https://x.com/lista_dao/status/2019204725057495450,yield_farming,yield_farming,yield_farming,yield_farming,0.8641386032,0.8480492234,0.9996053576,0.9996053576,966a51e61085e3ccf05691c57fe0d44da5fc4ec9465c4c1a28691a0cca21dcf4,Lista DAO,discord,Quoted,@lista_dao,"{""filter_out"": 0.1358603984117508, ""high_value"": 1.0812985919983475e-06, ""yield_farming"": 0.8641386032104492}","{""filter_out"": 0.1519414335489273, ""high_value"": 9.334374226455111e-06, ""yield_farming"": 0.8480492234230042}","{""filter_out"": 0.0003943931369576603, ""high_value"": 2.245434984615713e-07, ""yield_farming"": 0.9996053576469421}","{""filter_out"": 0.0003943931369576603, ""high_value"": 2.245434984615713e-07, ""yield_farming"": 0.9996053576469421}",,,82nd week of veLISTA rewards distributed 595.1K LISTA tokens with up to 62.94% APR yield,2026-02-12 0:16:12,,2026-02-12 0:16:12,2026-02-12 8:16:11
1,,86,,2026-01-23T10:00:18.905000+00:00,$USDD on MEXC now earns up to 8% APR Just hold No lock up Daily rewards Join here Posted,https://x.com/MEXC_Official/status/2014639248830337146,,yield_farming,yield_farming,yield_farming,yield_farming,0.9985895753,0.999972105,0.9996517897,0.9996517897,5b6327f68a86dbcf80d023fdd93418374af382b9df4ca609663f158c12eab529,MEXC,discord,Posted,,"{""filter_out"": 0.0014103584690019488, ""high_value"": 2.6691747478935213e-08, ""yield_farming"": 0.9985895752906799}","{""filter_out"": 2.6274730771547183e-05, ""high_value"": 1.6536462226213189e-06, ""yield_farming"": 0.9999721050262451}","{""filter_out"": 0.00034734499058686197, ""high_value"": 8.576255936532107e-07, ""yield_farming"": 0.9996517896652222}","{""filter_out"": 0.00034734499058686197, ""high_value"": 8.576255936532107e-07, ""yield_farming"": 0.9996517896652222}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31
1,,523,1471392963400568943,2026-02-12T06:30:19.634000+00:00,Maximize your yield with zero fees on MEXC. Stake $ckUSDT to earn up to 400% APR Posted,https://x.com/MEXC_Official/status/2021834152086319197,,yield_farming,yield_farming,yield_farming,yield_farming,0.9985737801,0.9998770952,0.9996761084,0.9996761084,53e0dc74df39f83d6951d1c0e0fd11e46fa9df70c8fddf2e61a706ee506dae68,MEXC,discord,Posted,,"{""filter_out"": 0.0014262491604313254, ""high_value"": 1.905804758450813e-08, ""yield_farming"": 0.9985737800598145}","{""filter_out"": 0.00012160398910054937, ""high_value"": 1.3003050298721064e-06, ""yield_farming"": 0.9998770952224731}","{""filter_out"": 0.0003235125623177737, ""high_value"": 3.072719323427009e-07, ""yield_farming"": 0.9996761083602905}","{""filter_out"": 0.0003235125623177737, ""high_value"": 3.072719323427009e-07, ""yield_farming"": 0.9996761083602905}",,,Stake $ckUSDT tokens on MEXC with zero fees to earn up to 400% APR.,2026-02-11 22:30:37,,2026-02-11 22:30:37,2026-02-12 6:30:36
X,"This is an informational post about a protocol reaching a total locked value milestone, and there is no earning opportunity or new liquidity pool for users to farm. This does not qualify for the yield farming category.",334,,2026-01-28T19:26:10.737000+00:00,"The USD1 High Yield Vault, curated by SteakhouseFi, has surpassed $10M USD1 in total deposits. Capital is allocated in the Main Market, distributing USD1 to the highest risk adjusted yield on Solana, as well as yielding weekly USD1 and KMNO rewards. Reposted kamino",https://x.com/SteakhouseFi/status/2016593620770406745,https://x.com/kamino/status/2016592865057779724,yield_farming,yield_farming,yield_farming,yield_farming,0.7727124691,0.9774717689,0.9996922016,0.9996922016,aeb4ebbcbec03d175002c27b285b858d920854f448b2bc9043dc60cafe2c07dc,Steakhouse Financial,discord,Reposted,@kamino,"{""filter_out"": 0.2266358584165573, ""high_value"": 0.0006516693974845111, ""yield_farming"": 0.7727124691009521}","{""filter_out"": 0.022107278928160667, ""high_value"": 0.00042103868327103555, ""yield_farming"": 0.9774717688560486}","{""filter_out"": 0.0003053481923416257, ""high_value"": 2.560500433901325e-06, ""yield_farming"": 0.9996922016143799}","{""filter_out"": 0.0003053481923416257, ""high_value"": 2.560500433901325e-06, ""yield_farming"": 0.9996922016143799}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26
X,This is just an advertisement. No specific time sensitive farming opportunity is present. This does not qualify as a yield farming category post.,485,1470985257720217722,2026-02-11T03:30:15.025000+00:00,Chasing yield in this market Explore MEXC High Yield Earn with up to 600% APR industry leading returns. Earn now Posted,https://x.com/MEXC_Official/status/2021426466815344673,,yield_farming,yield_farming,yield_farming,yield_farming,0.9925963879,0.9933180809,0.9997442365,0.9997442365,4d449e902deea21719d174f3845def6303f7440ad75710f541b3f73e371a0f91,MEXC,discord,Posted,,"{""filter_out"": 0.007403532043099403, ""high_value"": 9.76341052449925e-09, ""yield_farming"": 0.9925963878631592}","{""filter_out"": 0.006665355991572142, ""high_value"": 1.6592854080954567e-05, ""yield_farming"": 0.9933180809020996}","{""filter_out"": 0.0002554857637733221, ""high_value"": 1.8708848870119255e-07, ""yield_farming"": 0.9997442364692688}","{""filter_out"": 0.0002554857637733221, ""high_value"": 1.8708848870119255e-07, ""yield_farming"": 0.9997442364692688}",,,"MEXC High Yield Earn is now live, offering industry-leading returns with up to 600% APR yield.",2026-02-10 19:30:35,,2026-02-10 19:30:35,2026-02-11 3:30:34
X,"This is not an announcement of a new event. It is instead bringing back up an old event. In theory we should already know about this event from the time it was first posted, so this should not count. We want brand new, time sensitive events the most. And since this also doesn't have additional benefits for being early to staking in this event or promotion, these combined make it a non-qualifying post.",490,1471038141120123014,2026-02-11T07:00:23.410000+00:00,$BTC Staking Gala is still on Earn up to 5% APR on your . Stake now Posted,https://x.com/MEXC_Official/status/2021479318065418583,,yield_farming,yield_farming,yield_farming,yield_farming,0.9904292822,0.9933250546,0.9997807145,0.9997807145,b5773db6bd7a2f33e1d7b85d1afb75d3b9b0be0d35c79ef62d501040e6b77f5d,MEXC,discord,Posted,,"{""filter_out"": 0.00957026332616806, ""high_value"": 5.196794745643274e-07, ""yield_farming"": 0.9904292821884155}","{""filter_out"": 0.0032182163558900356, ""high_value"": 0.003456725738942623, ""yield_farming"": 0.9933250546455383}","{""filter_out"": 0.00016239543037954718, ""high_value"": 5.687311931978911e-05, ""yield_farming"": 0.9997807145118713}","{""filter_out"": 0.00016239543037954718, ""high_value"": 5.687311931978911e-05, ""yield_farming"": 0.9997807145118713}",,,"$BTC staking gala is still ongoing, earn up to 5% APR by staking your $BTC now",2026-02-10 23:00:48,,2026-02-10 23:00:48,2026-02-11 7:00:47
X,"This post is alerting users that their rewards are now claimable. This is NOT a new farming opportunity, and there is actually no farming opportunity presented here whatsoever. Therefor, this is not a qualifying yield farming post.",454,,2026-01-30T23:00:17.113000+00:00,Eligible LINK Stakers We're halfway through the claim period for Chainlink Rewards Season 1. 50% of the total rewards for S1 are now unlocked and available to claim. The remaining tokens will unlock linearly over the next 45 days. Claim now Posted,https://x.com/chainlink/status/2017372261813260745,,yield_farming,yield_farming,yield_farming,yield_farming,0.8539098501,0.9934148788,0.9998329878,0.9998329878,23ee6c2ec7b7b7b742d55c075168f88f906ec00ff5d47b54c548b55816952fd7,Chainlink,discord,Posted,,"{""filter_out"": 0.14608675241470337, ""high_value"": 3.3874619020934915e-06, ""yield_farming"": 0.8539098501205444}","{""filter_out"": 0.006513028871268034, ""high_value"": 7.207113230833784e-05, ""yield_farming"": 0.9934148788452148}","{""filter_out"": 0.00016603831318207085, ""high_value"": 1.0028476253864937e-06, ""yield_farming"": 0.9998329877853394}","{""filter_out"": 0.00016603831318207085, ""high_value"": 1.0028476253864937e-06, ""yield_farming"": 0.9998329877853394}",,,,,,2026-02-10 17:45:14,2026-02-11 1:45:14
1,,622,1472925533036744717,2026-02-16T12:00:12.709000+00:00,"New Earn Listing Deposit $RIVER, Earn up to 20% APY RiverdotInc Get Started Posted",https://x.com/HTX_Global/status/2023366754487976117,,yield_farming,yield_farming,yield_farming,yield_farming,0.9990721941,0.9997765422,0.9998579025,0.9998579025,0aeda4ef839f461515ae9b7b2bbf1510a78160f8f0c2e30931391b8790b102ca,HTX,discord,Posted,,"{""filter_out"": 0.0009278047364205122, ""high_value"": 2.4596957803879604e-09, ""yield_farming"": 0.9990721940994263}","{""filter_out"": 0.00016478118777740747, ""high_value"": 5.862083344254643e-05, ""yield_farming"": 0.9997765421867371}","{""filter_out"": 0.0001264457096112892, ""high_value"": 1.5671119399485178e-05, ""yield_farming"": 0.9998579025268555}","{""filter_out"": 0.0001264457096112892, ""high_value"": 1.5671119399485178e-05, ""yield_farming"": 0.9998579025268555}",,,New Earn Listing for $RIVER by RiverdotInc is live with up to 20% APY,2026-02-16 4:00:29,,2026-02-16 4:00:29,2026-02-16 12:00:28
X,"While this is a great time-sensitive post (using language such as introducing, meaning it's a brand new release), there is no clear yield farming event, and certainly not one that you have a potential to benefit in an outsized way by getting to it early. This is more of a product release, instead of a specific farming opportunity.",319,,2026-01-28T14:04:24.215000+00:00,"Introducing staked IR, an easy way to earn yield from Infrared protocol revenue. Posted",https://x.com/InfraredFinance/status/2016512663937786085,,yield_farming,yield_farming,yield_farming,yield_farming,0.9993065596,0.9323629141,0.9998584986,0.9998584986,a98c23ca5b39fce70f9e3f7de2ae044373393f1f9a0c903548cdd2d6903a08c1,Infrared,discord,Posted,,"{""filter_out"": 0.0006361547857522964, ""high_value"": 5.735109152738005e-05, ""yield_farming"": 0.9993065595626831}","{""filter_out"": 0.06649302691221237, ""high_value"": 0.0011440757662057877, ""yield_farming"": 0.9323629140853882}","{""filter_out"": 9.609805420041084e-05, ""high_value"": 4.539350629784167e-05, ""yield_farming"": 0.9998584985733032}","{""filter_out"": 9.609805420041084e-05, ""high_value"": 4.539350629784167e-05, ""yield_farming"": 0.9998584985733032}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27
1,,469,,2026-01-31T21:33:29.567000+00:00,"market is doing market things, but at least on 0xfluid you can get the highest LTs on your cbBTC and now earn up to 90% APR supplying it Reposted DeFi Made Here",https://x.com/0xfluid/status/2017712862664204494,https://x.com/DeFi_Made_Here/status/2017676838890311941,yield_farming,yield_farming,yield_farming,yield_farming,0.9566335678,0.5312091708,0.9998675585,0.9998675585,1b6315e05b98290f7e7703d86f077c919fe44bae909d3e89bc91fe1fa1a19694,Fluid 🌊,discord,Reposted,@DeFi_Made_Here,"{""filter_out"": 0.04336576908826828, ""high_value"": 7.242821311592706e-07, ""yield_farming"": 0.9566335678100586}","{""filter_out"": 0.4687904417514801, ""high_value"": 3.5492851679919113e-07, ""yield_farming"": 0.5312091708183289}","{""filter_out"": 0.0001324465119978413, ""high_value"": 1.52279611143058e-08, ""yield_farming"": 0.9998675584793091}","{""filter_out"": 0.0001324465119978413, ""high_value"": 1.52279611143058e-08, ""yield_farming"": 0.9998675584793091}",,,,,,2026-02-10 17:45:14,2026-02-11 1:45:14
0,"This is not the announcement at the start of the event, although this event IS indeed yield farming category worthy. If we got the announcement the first time this was posted, this follow up reminder post is unnecessary for us to capture and thus should be skipped.",150,,2026-01-26T11:30:10.376000+00:00,Don't miss the 400% $CKUSDT APR staking on MEXC Posted,https://x.com/MEXC_Official/status/2015749056665178535,,yield_farming,yield_farming,yield_farming,yield_farming,0.9998590946,0.9999904633,0.9998893738,0.9998893738,8544faec20a1b604e2a918c4343d6c37709255ddb21bf8012a9bc49339115cb1,MEXC,discord,Posted,,"{""filter_out"": 0.0001409185497323051, ""high_value"": 5.60200685839618e-09, ""yield_farming"": 0.999859094619751}","{""filter_out"": 9.516251338936854e-06, ""high_value"": 3.5410426590942734e-08, ""yield_farming"": 0.9999904632568359}","{""filter_out"": 0.00011061159602832049, ""high_value"": 9.83212533611777e-09, ""yield_farming"": 0.9998893737792969}","{""filter_out"": 0.00011061159602832049, ""high_value"": 9.83212533611777e-09, ""yield_farming"": 0.9998893737792969}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28
1,,56,,2026-01-22T19:34:53.166000+00:00,"A new frxUSD PegKeeper pool with OriginProtocol OUSD is live This pool not only receives incentives from frxUSD yield forwarding, but it also receives incentives from OUSD yield, making it one of the most sustainable stable pools in DeFi. Get started",https://x.com/fraxfinance/status/2014421440020295991,https://x.com/OriginProtocol/status/2014383377609080976,yield_farming,yield_farming,yield_farming,yield_farming,0.9999769926,0.9999629259,0.9999094009,0.9999094009,f78d66c934f5cb5f8e5893a5eff6c1e89f01b60a263ab231d840a041104deeed,Frax Finance ¤⛓¤,discord,Quoted,@OriginProtocol,"{""filter_out"": 2.3007034542388283e-05, ""high_value"": 3.4320500219564565e-08, ""yield_farming"": 0.9999769926071167}","{""filter_out"": 1.5936282579787076e-05, ""high_value"": 2.1112145986990072e-05, ""yield_farming"": 0.9999629259109497}","{""filter_out"": 8.957779209595174e-05, ""high_value"": 9.131728688771545e-07, ""yield_farming"": 0.9999094009399414}","{""filter_out"": 8.957779209595174e-05, ""high_value"": 9.131728688771545e-07, ""yield_farming"": 0.9999094009399414}",,,,,,2026-02-10 17:38:31,2026-02-11 1:38:32
1,,26,,2026-01-22T13:59:52.412000+00:00,"On aave deployed on Celo... SelfProtocol users are farming 2x style yields simply by proving they re human. Just verification higher APY. There are live opportunities right now USDT supply 10.7% APY wETH supply 2.25% APY Strategy play Supply wETH CELO Borrow USDT There's also 5.12% APY plus bonus yield. It ends on the 29th of January, so what sre you waiting for Reposted Defi Neo",https://x.com/Celo/status/2014337155351388240,https://x.com/Defi_Neo/status/2014320762878873698,yield_farming,yield_farming,yield_farming,yield_farming,0.9995694757,0.9995344877,0.9999337196,0.9999337196,984cab611b98f9f2c23ef9c6f2a008fe2f53e37df5ea9d87672714df8724561e,Celo.eth/acc 🦇 🌳,discord,Reposted,@Defi_Neo,"{""filter_out"": 0.0004305570910219103, ""high_value"": 7.120090073087226e-10, ""yield_farming"": 0.9995694756507874}","{""filter_out"": 0.0004655269149225205, ""high_value"": 2.6717003720477805e-08, ""yield_farming"": 0.9995344877243042}","{""filter_out"": 6.63106475258246e-05, ""high_value"": 1.4165149053724235e-09, ""yield_farming"": 0.9999337196350098}","{""filter_out"": 6.63106475258246e-05, ""high_value"": 1.4165149053724235e-09, ""yield_farming"": 0.9999337196350098}",,,,,,2026-02-10 17:38:31,2026-02-11 1:38:32
0,"There is no limited time promotion being outlined in this post. Instead, it's an advertisement for staking on their (MEXC's) platform, but clearly this isn't specifically for a newly released pool or asset on the platform itself, and thus should not have been included in this category. We look for newly released opportunities that can be taken advantage of for a limited time - this is too broad of a post to count.",135,,2026-01-26T02:00:18.455000+00:00,Your favorite tokens can earn more with Fixed Savings on MEXC $XRP $SUI $DOGE $PEPE Up to 10% APR Join now Posted,https://x.com/MEXC_Official/status/2015605609870340411,,yield_farming,yield_farming,yield_farming,yield_farming,0.9968762398,0.9685967565,0.9999442101,0.9999442101,f3ffe75c9bbba764d1c66cace50169e629dff854e7d793b47065c71b5ba6f7de,MEXC,discord,Posted,,"{""filter_out"": 0.0031236482318490744, ""high_value"": 1.3115597141677426e-07, ""yield_farming"": 0.9968762397766113}","{""filter_out"": 0.031379688531160355, ""high_value"": 2.353770651097875e-05, ""yield_farming"": 0.9685967564582825}","{""filter_out"": 5.562205478781834e-05, ""high_value"": 7.041878546942826e-08, ""yield_farming"": 0.9999442100524902}","{""filter_out"": 5.562205478781834e-05, ""high_value"": 7.041878546942826e-08, ""yield_farming"": 0.9999442100524902}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28
