keep,Explanation,id,message_id,timestamp,text,social_media_url,social_media_secondary_url,mc_predicted_category,oc_predicted_category,pc_predicted_category,predicted_category,mc_confidence,oc_confidence,pc_confidence,confidence,text_hash,author,source,social_media_tag,social_media_user,mc_probabilities,oc_probabilities,pc_probabilities,probabilities,oracle_score,oracle_result,summary,distributed_at,telegram_message_id,processed_at,created_at,agreement_pattern,majority_category,dissenting_model
,,398,,2026-01-30T04:00:19.739000+00:00,"Exciting news for BTCFi on SuiNetwork The YBTC.B wBTC pair is now featured on Turbos finance's Featured Pools with a 2.24% APR, $394K liquidity, and $240K 24h volume. Earn rewards by providing liquidity today powered by YBTC for secure, programmable Bitcoin yields Deposit now Bitlayer BitcoinDeFi Posted",https://x.com/BitlayerLabs/status/2017085422787317765,,filter_out,filter_out,yield_farming,yield_farming,0.7429946661,0.9150740504,0.9994607568,0.9994607568,8bae94b193c450b8784bb14db9c33a148c79bd73a7f4a9b118158db35821ead6,Bitlayer BitVM,discord,Posted,,"{""filter_out"": 0.7429946660995483, ""high_value"": 0.018600506708025932, ""yield_farming"": 0.23840482532978058}","{""filter_out"": 0.9150740504264832, ""high_value"": 0.0022682419512420893, ""yield_farming"": 0.08265771716833115}","{""filter_out"": 0.00035690556978806853, ""high_value"": 0.00018228949920739979, ""yield_farming"": 0.999460756778717}","{""filter_out"": 0.00035690556978806853, ""high_value"": 0.00018228949920739979, ""yield_farming"": 0.999460756778717}",,,,,,2026-02-10 17:44:24,2026-02-11 1:44:25,mc+oc_agree_pc_disagrees,filter_out,pc
,,396,,2026-01-30T03:25:44.888000+00:00,"ICYMI UK approved Valour s Coredao Org powered bitcoin staking ETP The bitcoin ETP uses Core's staking infrastructure, delegating holdings to non custodial validators Reposted TokenRelations",https://x.com/Coredao_Org/status/2017076672172818452,https://x.com/TokenRelations/status/2016882194350788888,filter_out,filter_out,yield_farming,yield_farming,0.9991649389,0.9999990463,0.998254478,0.998254478,36055f095c01613e0cd63e2df8b80e3156b82fe1f6e24a1a70531eeee2fdd53e,Core DAO 🔶,discord,Reposted,@TokenRelations,"{""filter_out"": 0.9991649389266968, ""high_value"": 0.0008167230989784002, ""yield_farming"": 1.832791167544201e-05}","{""filter_out"": 0.9999990463256836, ""high_value"": 4.888300395577971e-07, ""yield_farming"": 4.1811850337580836e-07}","{""filter_out"": 0.001712311408482492, ""high_value"": 3.3157321013277397e-05, ""yield_farming"": 0.9982544779777527}","{""filter_out"": 0.001712311408482492, ""high_value"": 3.3157321013277397e-05, ""yield_farming"": 0.9982544779777527}",,,,,,2026-02-10 17:44:24,2026-02-11 1:44:25,mc+oc_agree_pc_disagrees,filter_out,pc
,,395,,2026-01-30T03:17:27.723000+00:00,"Smart Lending is now live on ethereum Introducing LP based borrowing earn LP fees while you borrow Starting with the USD1 Vault, supporting Smart LP collateral pairs USDT & USDC USDT & USDe USDT & USD1 USDC & USDe wBTC & cbBTC Smart Lending, Smarter Borrowing. Posted",https://x.com/lista_dao/status/2017074605869920568,,filter_out,filter_out,yield_farming,yield_farming,0.9615861177,0.9928333759,0.9538969398,0.9538969398,90935d2f9cd3befc9bdeaf172a1b5f2d3eac984b75923750638fff48de34f4ac,Lista DAO,discord,Posted,,"{""filter_out"": 0.9615861177444458, ""high_value"": 0.03757716715335846, ""yield_farming"": 0.0008366990368813276}","{""filter_out"": 0.9928333759307861, ""high_value"": 0.002348290989175439, ""yield_farming"": 0.00481838034465909}","{""filter_out"": 0.045672353357076645, ""high_value"": 0.00043060272582806647, ""yield_farming"": 0.9538969397544861}","{""filter_out"": 0.045672353357076645, ""high_value"": 0.00043060272582806647, ""yield_farming"": 0.9538969397544861}",,,,,,2026-02-10 17:44:24,2026-02-11 1:44:25,mc+oc_agree_pc_disagrees,filter_out,pc
,,389,,2026-01-30T01:03:05.539000+00:00,"The Sentora PYUSD Vault has crossed $400M in deposits on Kamino. Powered by SentoraHQ, the vault delivers yield with conservative risk controls, allocating PYUSD by PayPal, across highly liquid markets on Kamino including the Main, Maple, and JLP Markets. Reposted kamino",https://x.com/kamino/status/2017040817148358673,https://x.com/kamino/status/2016927809101509097,filter_out,high_value,yield_farming,yield_farming,0.9835441709,0.5537385345,0.641495347,0.641495347,b509685c873d25cd5a5fb4bc7d6089b237c388fdc48459ca86741d5911d0c0d5,Kamino,discord,Reposted,@kamino,"{""filter_out"": 0.9835441708564758, ""high_value"": 0.015712300315499306, ""yield_farming"": 0.0007435365114361048}","{""filter_out"": 0.4449414312839508, ""high_value"": 0.553738534450531, ""yield_farming"": 0.0013199979439377785}","{""filter_out"": 0.020460359752178192, ""high_value"": 0.33804431557655334, ""yield_farming"": 0.6414953470230103}","{""filter_out"": 0.020460359752178192, ""high_value"": 0.33804431557655334, ""yield_farming"": 0.6414953470230103}",,,,,,2026-02-10 17:44:24,2026-02-11 1:44:25,all_different,,
,,386,,2026-01-29T18:00:43.666000+00:00,"Introducing Hana Earn Powered by defindex , blend capital, gosodax, and StellarOrg. Your USDC earns while you hold it Spend anytime Your card still works No lockups Built into the app. Non custodial. Crypto that actually works like money. Reposted hanawallet",https://x.com/ICONStiftung/status/2016934524165202408,https://x.com/hanawallet/status/2010802359149154433,filter_out,filter_out,yield_farming,yield_farming,0.9863131046,0.9999918938,0.7879304886,0.7879304886,ffced372dc90a66929dfa9ea2c6068ba3a37e062cd0d62269ce9aea7c4776cec,ICON Foundation,discord,Reposted,@hanawallet,"{""filter_out"": 0.9863131046295166, ""high_value"": 5.074074215372093e-05, ""yield_farming"": 0.013636143878102303}","{""filter_out"": 0.9999918937683105, ""high_value"": 3.432101181033431e-08, ""yield_farming"": 8.013498700165655e-06}","{""filter_out"": 0.2120686173439026, ""high_value"": 9.239615224032605e-07, ""yield_farming"": 0.7879304885864258}","{""filter_out"": 0.2120686173439026, ""high_value"": 9.239615224032605e-07, ""yield_farming"": 0.7879304885864258}",,,,,,2026-02-10 17:44:24,2026-02-11 1:44:25,mc+oc_agree_pc_disagrees,filter_out,pc
,,381,,2026-01-29T16:34:34.238000+00:00,"Not all yield is built equal. When your APY comes from real credit originated on Provenance Blockchain, it puts you a cut above. $HASH Posted",https://x.com/provenancefdn/status/2016912792679313652,,filter_out,filter_out,yield_farming,yield_farming,0.9385079145,0.9956066012,0.664501965,0.664501965,0323f8ef6a7df2ec84c8ceac2dbd6e5b105a53ca7d415c7067fd4470d560784e,Provenance Blockchain Foundation,discord,Posted,,"{""filter_out"": 0.9385079145431519, ""high_value"": 7.247897883644328e-05, ""yield_farming"": 0.06141958758234978}","{""filter_out"": 0.9956066012382507, ""high_value"": 0.00012096272985218093, ""yield_farming"": 0.00427241949364543}","{""filter_out"": 0.334132581949234, ""high_value"": 0.0013655234361067414, ""yield_farming"": 0.664501965045929}","{""filter_out"": 0.334132581949234, ""high_value"": 0.0013655234361067414, ""yield_farming"": 0.664501965045929}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,mc+oc_agree_pc_disagrees,filter_out,pc
,,373,,2026-01-29T13:35:40.099000+00:00,"JSOL is live Meet the 21shares Jito Staked SOL ETP Built to give investors Solana exposure with onchain yield. Backed by JitoSOL, the leading liquid staking token on Solana, JSOL captures two types of rewards Solana staking rewards Additional yield generated via Jito s MEV optimization mechanism The result full SOL price exposure enhanced yield profile, in a single ETP. Product details Name 21shares Jito Staked SOL ETP Tickers JSOL NA USD JSOL FP EUR ISIN CH1521714696 Exchanges Euronext Amsterdam and Paris Inception date 28 January 2026 Issuer 21Shares AG Fee 0.99% p.a. Learn more Reposted 21shares",https://x.com/solana/status/2016867810274922511,https://x.com/21shares/status/2016791207590981850,filter_out,filter_out,yield_farming,yield_farming,0.9881703854,0.9981501102,0.9944562316,0.9944562316,5a12dd9cbccccbd06295a661c450349ea4f4c5dee7b4ba8697a3d9150e5328a2,Solana,discord,Reposted,@21shares,"{""filter_out"": 0.9881703853607178, ""high_value"": 0.00498679094016552, ""yield_farming"": 0.006842812988907099}","{""filter_out"": 0.998150110244751, ""high_value"": 0.0009538762969896197, ""yield_farming"": 0.0008960838313214481}","{""filter_out"": 0.005511757917702198, ""high_value"": 3.201489744242281e-05, ""yield_farming"": 0.9944562315940857}","{""filter_out"": 0.005511757917702198, ""high_value"": 3.201489744242281e-05, ""yield_farming"": 0.9944562315940857}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,mc+oc_agree_pc_disagrees,filter_out,pc
,,372,,2026-01-29T13:16:29.745000+00:00,"$100,000 in Bitcoin is heading to H.M's wallet in Louisiana. Want that to be you Use your Coinbase One Card to earn up to 4% back in Bitcoin on every purchase, and get entered for your chance to win. Next drop is already live. Legal stuff Spend $100 on your Coinbase One Card or trade $100 on Coinbase for a chance to win. No purchase necessary. US only 18 . Void where prohibited. Up to 25 max entries. Ends 1 31 26. Coinbase One Card subject to eligibility and approval, terms apply. Bitcoin back rates are based on cardholder s assets on Coinbase. Official rules Posted",https://x.com/coinbase/status/2016862957632967014,,filter_out,filter_out,yield_farming,yield_farming,0.9995123148,0.9766660333,0.7248703241,0.7248703241,b7823b153992b82ebb0961355ebc0711b3e21e5cd64a3fed527045c2a7f496d3,Coinbase 🛡,discord,Posted,,"{""filter_out"": 0.9995123147964478, ""high_value"": 3.6462079151533544e-05, ""yield_farming"": 0.00045119418064132333}","{""filter_out"": 0.9766660332679749, ""high_value"": 3.313980414532125e-06, ""yield_farming"": 0.0233306922018528}","{""filter_out"": 0.2751297354698181, ""high_value"": 1.2906787638655715e-08, ""yield_farming"": 0.7248703241348267}","{""filter_out"": 0.2751297354698181, ""high_value"": 1.2906787638655715e-08, ""yield_farming"": 0.7248703241348267}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,mc+oc_agree_pc_disagrees,filter_out,pc
,,371,,2026-01-29T13:00:34.896000+00:00,"Fresh USDf yields just dropped on pendle fi Two new pools live with maturity Jun 18, 2026 PT USDf USDf LP APY 7.86% PT sUSDf USDf LP APY 2.22% Old pools expired. New opportunities unlocked. Position early. Lock fixed rates. Stack Miles Posted",https://x.com/falconfinance/status/2016858940248912329,,filter_out,filter_out,yield_farming,yield_farming,0.9956684113,0.976963222,0.9999512434,0.9999512434,efcd00f27eeca723196ad58a797d3c051788b8ad0c619dae3f151247a0e3c960,Falcon Finance 🦅🟠,discord,Posted,,"{""filter_out"": 0.9956684112548828, ""high_value"": 6.796037865797189e-08, ""yield_farming"": 0.004331501666456461}","{""filter_out"": 0.976963222026825, ""high_value"": 1.581492688274011e-05, ""yield_farming"": 0.023020891472697258}","{""filter_out"": 4.865710070589557e-05, ""high_value"": 8.494186687357796e-08, ""yield_farming"": 0.9999512434005737}","{""filter_out"": 4.865710070589557e-05, ""high_value"": 8.494186687357796e-08, ""yield_farming"": 0.9999512434005737}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,mc+oc_agree_pc_disagrees,filter_out,pc
,,367,,2026-01-29T10:52:47.761000+00:00,Gold is back at all time highs Fluid is the only place that lets you borrow against tokenized gold in one place. Step by step Swap into XAUt PAXG on Fluid Deposit it to start earning 2.15% Borrow stables against your gold collateral when you need liquidity Stay Fluid. Posted,https://x.com/0xfluid/status/2016826820587639069,,filter_out,filter_out,yield_farming,yield_farming,0.9996366501,0.9999991655,0.9936116338,0.9936116338,a81902a34ce59ef775c8971f8686e552be1dbf7260d8aa776ef7f529c6597971,Fluid 🌊,discord,Posted,,"{""filter_out"": 0.9996366500854492, ""high_value"": 2.1226114768069237e-06, ""yield_farming"": 0.00036117617855779827}","{""filter_out"": 0.9999991655349731, ""high_value"": 3.6174341300210244e-09, ""yield_farming"": 8.315280410897685e-07}","{""filter_out"": 0.006388320587575436, ""high_value"": 2.494957840326606e-08, ""yield_farming"": 0.9936116337776184}","{""filter_out"": 0.006388320587575436, ""high_value"": 2.494957840326606e-08, ""yield_farming"": 0.9936116337776184}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,mc+oc_agree_pc_disagrees,filter_out,pc
,,362,,2026-01-29T10:00:30.033000+00:00,"THETA, DASH, and STRK are now available on Soft Staking 18 tokens total . Earn rewards on your Spot assets with full flexibility to trade or withdraw anytime. Activate now Posted",https://x.com/binance/status/2016813663970075008,,filter_out,yield_farming,yield_farming,yield_farming,0.9884161949,0.3987717628,0.9599208236,0.9599208236,dd0b78a521cdac0264d07513ab82202bcb7941ae06da851e817a507fdaf38cf5,Binance,discord,Posted,,"{""filter_out"": 0.9884161949157715, ""high_value"": 0.00030190401594154537, ""yield_farming"": 0.011281942948698997}","{""filter_out"": 0.3937412202358246, ""high_value"": 0.2074870467185974, ""yield_farming"": 0.3987717628479004}","{""filter_out"": 0.02007877640426159, ""high_value"": 0.02000049501657486, ""yield_farming"": 0.9599208235740662}","{""filter_out"": 0.02007877640426159, ""high_value"": 0.02000049501657486, ""yield_farming"": 0.9599208235740662}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,oc+pc_agree_mc_disagrees,yield_farming,mc
,,359,,2026-01-29T08:18:35.115000+00:00,"With the AIM now live, the strongest performing pools now receive the greatest share of incentives. LP savUSD 15.9% 18.2% APY Hitting our emission reduction target of 30% would also mean 1.56m less of those precious Pendies hitting supply... ...AND buybacks Reposted PendleIntern",https://x.com/pendle_fi/status/2016787993890373641,https://x.com/PendleIntern/status/2016702425139380672,filter_out,yield_farming,yield_farming,yield_farming,0.9854963422,0.9996689558,0.9998612404,0.9998612404,7897db550086bef58f42b5c5c22ff59847be0287657b2d52700a5c93a004182b,Pendle,discord,Reposted,@PendleIntern,"{""filter_out"": 0.9854963421821594, ""high_value"": 1.1805563104871908e-07, ""yield_farming"": 0.014503578655421734}","{""filter_out"": 0.00033015242661349475, ""high_value"": 9.129532827500952e-07, ""yield_farming"": 0.9996689558029175}","{""filter_out"": 0.00013873411808162928, ""high_value"": 4.644236994977291e-09, ""yield_farming"": 0.9998612403869629}","{""filter_out"": 0.00013873411808162928, ""high_value"": 4.644236994977291e-09, ""yield_farming"": 0.9998612403869629}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,oc+pc_agree_mc_disagrees,yield_farming,mc
,,355,,2026-01-29T06:09:22.081000+00:00,"The gold rush has gone digital, and Bybit is leading the charge Bybit is the 1 CEX for Tether Gold $XAUT tethergold, commanding 16% of global spot volume. As Gold hits new all time highs, smart money is moving on chain. Why trade XAUT on Bybit Deepest Liquidity Tight spreads even when TradFi markets are closed. Flexible Yield Earn up to 11% APR on your gold via Bybit Earn. Max Leverage Up to 10x on Spot and 50x on Derivatives. Multi Chain Deposit via solana , Mantle Official, ethereum , and more. Automated Gains Deploy DCA Recurring Buys or Grid Bots to master the rally without 24 7 monitoring. Alpha Tools Access on chain yield farming and alpha trading tools to maximize your gold backed returns. Don t just watch the rally, take action now Read more Reposted Bybit Official",https://x.com/Mantle_Official/status/2016755484523712927,https://x.com/Bybit_Official/status/2016751835667718590,filter_out,filter_out,yield_farming,yield_farming,0.9988570213,0.9999861717,0.9987156391,0.9987156391,93ecc35297230942d644628895961c0d28f84d431fceb0769da2192a16fe3414,Mantle,discord,Reposted,@Bybit_Official,"{""filter_out"": 0.9988570213317871, ""high_value"": 4.9313703129882924e-06, ""yield_farming"": 0.0011379949282854795}","{""filter_out"": 0.9999861717224121, ""high_value"": 1.0348398973292205e-06, ""yield_farming"": 1.2805460755771492e-05}","{""filter_out"": 0.0012843081494793296, ""high_value"": 6.015837783479583e-08, ""yield_farming"": 0.9987156391143799}","{""filter_out"": 0.0012843081494793296, ""high_value"": 6.015837783479583e-08, ""yield_farming"": 0.9987156391143799}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,mc+oc_agree_pc_disagrees,filter_out,pc
,,354,,2026-01-29T05:54:46.810000+00:00,"The gold rush has gone digital, and Bybit is leading the charge Bybit is the 1 CEX for Tether Gold $XAUT tethergold, commanding 16% of global spot volume. As Gold hits new all time highs, smart money is moving on chain. Why trade XAUT on Bybit Deepest Liquidity Tight spreads even when TradFi markets are closed. Flexible Yield Earn up to 11% APR on your gold via Bybit Earn. Max Leverage Up to 10x on Spot and 50x on Derivatives. Multi Chain Deposit via solana , Mantle Official, ethereum , and more. Automated Gains Deploy DCA Recurring Buys or Grid Bots to master the rally without 24 7 monitoring. Alpha Tools Access on chain yield farming and alpha trading tools to maximize your gold backed returns. Don t just watch the rally, take action now Read more Posted",https://x.com/Bybit_Official/status/2016751835667718590,,filter_out,filter_out,yield_farming,yield_farming,0.9987076521,0.999984026,0.9988303781,0.9988303781,9a12a5e901f7377f1c9ac1b8e7e6d6f019352d5f142b1b532c7ca3b7b33ce6a3,Bybit,discord,Posted,,"{""filter_out"": 0.99870765209198, ""high_value"": 5.587139185081469e-06, ""yield_farming"": 0.0012868086341768503}","{""filter_out"": 0.9999840259552002, ""high_value"": 7.338098271247873e-07, ""yield_farming"": 1.520682872069301e-05}","{""filter_out"": 0.0011695100693032146, ""high_value"": 7.03403486568277e-08, ""yield_farming"": 0.9988303780555725}","{""filter_out"": 0.0011695100693032146, ""high_value"": 7.03403486568277e-08, ""yield_farming"": 0.9988303780555725}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,mc+oc_agree_pc_disagrees,filter_out,pc
,,353,,2026-01-29T05:38:54.721000+00:00,"The gold rush has gone digital, and Bybit is leading the charge Bybit is the 1 CEX for Tether Gold $XAUT tethergold, commanding 16% of global spot volume. As Gold hits new all time highs, smart money is moving on chain. Why trade XAUT on Bybit Deepest Liquidity Tight spreads even when TradFi markets are closed. Flexible Yield Earn up to 11% APR on your gold via Bybit Earn. Max Leverage Up to 10x on Spot and 50x on Derivatives. Multi Chain Deposit via Solana, Mantle, Ethereum, and more. Automated Gains Deploy DCA Recurring Buys or Grid Bots to master the rally without 24 7 monitoring. Alpha Tools Access on chain yield farming and alpha trading tools to maximize your gold backed returns. Don t just watch the rally, take action now Read more Posted",https://x.com/Bybit_Official/status/2016747823107391996,,filter_out,filter_out,yield_farming,yield_farming,0.9990239143,0.9999861717,0.9974883795,0.9974883795,6f86381fe18db136dd9ba42d94e696235f33c0a2a374f72591aa0fab76af30ed,Bybit,discord,Posted,,"{""filter_out"": 0.9990239143371582, ""high_value"": 4.490813807933591e-06, ""yield_farming"": 0.0009716417407616973}","{""filter_out"": 0.9999861717224121, ""high_value"": 3.8069632068982173e-07, ""yield_farming"": 1.3420008144748863e-05}","{""filter_out"": 0.0025114631280303, ""high_value"": 1.3123650433044531e-07, ""yield_farming"": 0.9974883794784546}","{""filter_out"": 0.0025114631280303, ""high_value"": 1.3123650433044531e-07, ""yield_farming"": 0.9974883794784546}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,mc+oc_agree_pc_disagrees,filter_out,pc
,,352,,2026-01-29T05:26:39.523000+00:00,"The gold rush has gone digital, and Bybit is leading the charge Bybit is the 1 CEX for Tether Gold $XAUT tethergold, commanding 16% of global spot volume. As Gold hits new all time highs, smart money is moving on chain. Why trade XAUT on Bybit Deepest Liquidity Tight spreads even when TradFi markets are closed. Flexible Yield Earn up to 11% APR on your gold via Bybit Earn. Max Leverage Up to 10x on Spot and 50x on Derivatives. Multi Chain Deposit via Solana, Mantle, Ethereum, and more. Don t just watch the rally, take action now Read more Posted",https://x.com/Bybit_Official/status/2016744753505914987,,filter_out,filter_out,yield_farming,yield_farming,0.9609210491,0.9999215603,0.9987738729,0.9987738729,3b3b2d8bb62362b09669443c779e0af52961612564f02f93f95396594ff30ba6,Bybit,discord,Posted,,"{""filter_out"": 0.960921049118042, ""high_value"": 3.1917279557092115e-05, ""yield_farming"": 0.03904704377055168}","{""filter_out"": 0.9999215602874756, ""high_value"": 3.6117128274781862e-06, ""yield_farming"": 7.484595698770136e-05}","{""filter_out"": 0.0012255667243152857, ""high_value"": 5.889191356800438e-07, ""yield_farming"": 0.9987738728523254}","{""filter_out"": 0.0012255667243152857, ""high_value"": 5.889191356800438e-07, ""yield_farming"": 0.9987738728523254}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,mc+oc_agree_pc_disagrees,filter_out,pc
,,344,,2026-01-29T02:49:13.575000+00:00,"Leak Alert A new pool is coming to the Gala Swap Liquidity Incentive Program. Full details coming soon. Meanwhile, the GALA MOON pool is reaching 573% APR GALA MOON APR based on trailing 24h fees. Varies with volume. Not a guarantee. DYOR. US excluded. T&C GalaDefi GalaSwap GalaPump Posted",https://x.com/GoGalaGames/status/2016705092834017343,,yield_farming,filter_out,yield_farming,yield_farming,0.8311418295,0.9993854761,0.9981612563,0.9981612563,aa410f8151a3fba79f33bec9331818e4c99a9b604147df5177cb9c280671dd90,Gala Games,discord,Posted,,"{""filter_out"": 0.16885671019554138, ""high_value"": 1.5095411072252318e-06, ""yield_farming"": 0.8311418294906616}","{""filter_out"": 0.9993854761123657, ""high_value"": 7.4067806963284966e-06, ""yield_farming"": 0.0006070710369385779}","{""filter_out"": 0.0018386651063337922, ""high_value"": 7.482675101755376e-08, ""yield_farming"": 0.998161256313324}","{""filter_out"": 0.0018386651063337922, ""high_value"": 7.482675101755376e-08, ""yield_farming"": 0.998161256313324}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,mc+pc_agree_oc_disagrees,yield_farming,oc
,,343,,2026-01-29T02:47:42.569000+00:00,"Leak Alert A new pool is coming to the Gala Swap Liquidity Incentive Program. Full details coming soon. Meanwhile, the GALA MOON pool is reaching 573 percent APR GALA MOON APR based on trailing 24h fees. Varies with volume. Not a guarantee. DYOR. US excluded. T&C GalaDefi GalaSwap GalaPump Posted",https://x.com/GoGalaGames/status/2016704766303199717,,yield_farming,filter_out,yield_farming,yield_farming,0.7431647778,0.9998970032,0.863391459,0.863391459,6ff131934bc5b2ca968aaf9e43794f89fe64eaf9787fbb72a8f4c04c2fde24c7,Gala Games,discord,Posted,,"{""filter_out"": 0.2568309009075165, ""high_value"": 4.289512617106084e-06, ""yield_farming"": 0.7431647777557373}","{""filter_out"": 0.9998970031738281, ""high_value"": 3.844553702947451e-06, ""yield_farming"": 9.915234841173515e-05}","{""filter_out"": 0.13660836219787598, ""high_value"": 1.5526428853718244e-07, ""yield_farming"": 0.8633914589881897}","{""filter_out"": 0.13660836219787598, ""high_value"": 1.5526428853718244e-07, ""yield_farming"": 0.8633914589881897}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,mc+pc_agree_oc_disagrees,yield_farming,oc
,,340,,2026-01-29T00:50:30.778000+00:00,USDCx markets are now live on GraniteBTC. Borrow a USDC backed stablecoin using your bitcoin as collateral with zero rehypothecation. Borrow rates are currently just 0.50% APY Reposted Stacks,https://x.com/Stacks/status/2016675209924018450,https://x.com/Stacks/status/2016582861076517259,filter_out,yield_farming,yield_farming,yield_farming,0.9960849285,0.9942808151,0.9999651909,0.9999651909,203417944b8f82395afaf4419af79b3d26a16fe0935a2bbbfd94c0c775231ff2,stacks.btc,discord,Reposted,@Stacks,"{""filter_out"": 0.9960849285125732, ""high_value"": 0.002711718436330557, ""yield_farming"": 0.0012033177772536874}","{""filter_out"": 0.005323010962456465, ""high_value"": 0.00039609335362911224, ""yield_farming"": 0.9942808151245117}","{""filter_out"": 3.169315823470242e-05, ""high_value"": 3.089396386712906e-06, ""yield_farming"": 0.9999651908874512}","{""filter_out"": 3.169315823470242e-05, ""high_value"": 3.089396386712906e-06, ""yield_farming"": 0.9999651908874512}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,oc+pc_agree_mc_disagrees,yield_farming,mc
,,338,,2026-01-28T22:03:51.230000+00:00,Stake $XPR with the WebAuth Wallet and choose your top 4 favorite Block Producers. This is a requirement for anyone staking $XPR on XPRNetwork and if you haven't updated your stake in a long time you should go through the process to ensure you are getting max staking rewards. Reposted webauthwallet,https://x.com/XPRNetwork/status/2016633308625698821,https://x.com/webauthwallet/status/2016274456084463675,filter_out,filter_out,yield_farming,yield_farming,0.9250098467,0.9998389482,0.9971459508,0.9971459508,8dabc7a457c47f0804209ec61cf7ccfeedb743347f5fb20aabe425451f136d93,XPR Network,discord,Reposted,@webauthwallet,"{""filter_out"": 0.9250098466873169, ""high_value"": 0.00023792004503775388, ""yield_farming"": 0.07475225627422333}","{""filter_out"": 0.9998389482498169, ""high_value"": 2.6421671464049723e-06, ""yield_farming"": 0.00015843579603824764}","{""filter_out"": 0.002839332679286599, ""high_value"": 1.4697133337904233e-05, ""yield_farming"": 0.99714595079422}","{""filter_out"": 0.002839332679286599, ""high_value"": 1.4697133337904233e-05, ""yield_farming"": 0.99714595079422}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,mc+oc_agree_pc_disagrees,filter_out,pc
,,337,,2026-01-28T22:03:48.009000+00:00,"Top Lending Markets APY Snapshot. Deposit assets and start earning immediately. No Transaction Fees, No Minimum Lock. Reposted LOAN Protocol",https://x.com/XPRNetwork/status/2016633265323724947,https://x.com/LOAN_Protocol/status/2016273942034710623,filter_out,filter_out,yield_farming,yield_farming,0.9986396432,0.9999991655,0.9913930893,0.9913930893,1d7d27ea6f55b3496e6c7bd494a928c49499a13c297ebf2e09f1fc36d11029d8,XPR Network,discord,Reposted,@LOAN_Protocol,"{""filter_out"": 0.9986396431922913, ""high_value"": 1.992020315810805e-06, ""yield_farming"": 0.001358384732156992}","{""filter_out"": 0.9999991655349731, ""high_value"": 3.3596768389543286e-07, ""yield_farming"": 5.368748361433973e-07}","{""filter_out"": 0.00856049545109272, ""high_value"": 4.643792271963321e-05, ""yield_farming"": 0.9913930892944336}","{""filter_out"": 0.00856049545109272, ""high_value"": 4.643792271963321e-05, ""yield_farming"": 0.9913930892944336}",,,,2026-02-16 14:12:43,,2026-02-10 17:43:25,2026-02-11 1:43:26,mc+oc_agree_pc_disagrees,filter_out,pc
,,336,,2026-01-28T21:28:58.827000+00:00,Reservoir Ecosystem Vault Rewards Refilled DAM rewards renewed on merkl xyz at 3x the previous campaign Current yield at over 18% APY The highest yielding Morpho vault Let the DAM flow Posted,https://x.com/reservoir_xyz/status/2016624539157897455,,yield_farming,filter_out,yield_farming,yield_farming,0.9999898672,0.9353462458,0.9992325306,0.9992325306,5cc366238d5fb6ef56e7e0e402b9921a8f446ba6d38661528861958a8b86d8a5,Reservoir,discord,Posted,,"{""filter_out"": 1.0129991096619051e-05, ""high_value"": 2.9400478579466593e-11, ""yield_farming"": 0.9999898672103882}","{""filter_out"": 0.935346245765686, ""high_value"": 3.045780374577589e-07, ""yield_farming"": 0.06465347111225128}","{""filter_out"": 0.00076729228021577, ""high_value"": 2.3072998089901375e-07, ""yield_farming"": 0.9992325305938721}","{""filter_out"": 0.00076729228021577, ""high_value"": 2.3072998089901375e-07, ""yield_farming"": 0.9992325305938721}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,mc+pc_agree_oc_disagrees,yield_farming,oc
,,332,,2026-01-28T18:43:18.339000+00:00,USDCx markets are now live on GraniteBTC. Borrow a USDC backed stablecoin using your bitcoin as collateral with zero rehypothecation. Borrow rates are currently just 0.50% APY Posted,https://x.com/Stacks/status/2016582861076517259,,filter_out,yield_farming,yield_farming,yield_farming,0.9945290685,0.9985252023,0.99996984,0.99996984,a30b020e863a8fa58e9f95f15ca17a79226d2efbddc81b14caa722441786797f,stacks.btc,discord,Posted,,"{""filter_out"": 0.9945290684700012, ""high_value"": 0.004605583380907774, ""yield_farming"": 0.0008653634577058256}","{""filter_out"": 0.0011069315951317549, ""high_value"": 0.000367890257621184, ""yield_farming"": 0.9985252022743225}","{""filter_out"": 1.9222959963371977e-05, ""high_value"": 1.0952912816719618e-05, ""yield_farming"": 0.9999698400497437}","{""filter_out"": 1.9222959963371977e-05, ""high_value"": 1.0952912816719618e-05, ""yield_farming"": 0.9999698400497437}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26,oc+pc_agree_mc_disagrees,yield_farming,mc
